keyword,frequency
install new roofing system,1
remove insulation,1
replace wood trim,1
remove wood weatherstripping siding,1
replace deteriorated wood siding,1
repair cornice,1
remove deteriorated block masonry,1
repair concrete block,1
remove deteriorated brick masonry,1
remove br repair mas-02,1
remove membrane,1
interior structural framing,1
street level window,1
misc roof,1
new division,1
build bedroom closet,1
5 outlets,1
repainted area,1
build new framework,1
exist power panel,1
exist lab gas,1
5th floor renovation,1
minor basement,1
unoccupied basement space,1
construct foot wall wall,1
remove foot frames wall,1
ew blueboard,1
install ew plaster blueboard,1
unisex restroom,1
exist interior restroom,1
vivarium space,1
install vinyl floors,1
possible future improvement,1
cassette type,1
exist low level,1
followinf engenieer drawing,1
opne kitchen space,1
remove cabinets wall replacement,1
deck/ plan,1
250 massachusetts avenue,1
new lab use,1
limited mobility,1
install lift,1
basement interior,1
install level remodel,1
existing stairs,1
repair existing front stairs,1
install new locations kitchen,1
interior tenant improvment,1
1 charles,1
8650 sf,1
type fan,1
bio lab,1
replace slate roofing,1
doors.2 hour,1
outdoor kenneling,1
overnight stay,1
new veterinarian clinic,1
7 days,1
renovationstrip current siding,1
replace rear porch deck boards,1
install rimjoist,1
minimal upgrade,1
shopping center,1
add process,1
rewire kitchen,1
classificationof group,1
occupancy classificationof,1
suite configuration,1
proposed suite,1
floorof mit,1
clinic tenant,1
remove room closet,1
desk,1
penthouse infrastructure,1
minimal renovation,1
install new lvl,1
replace tiles vanilty,1
replace wiring cabinets,1
5/8 firecore,1
1/2 blueboard,1
2 lvl,1
mech penthouse,1
4L. removing,1
public corrdior improvement,1
stair improvement,1
exist teachings labs,1
1 improvements,1
5 mech,1
exist bathroom tile,1
24 depth,1
remove new copper flashing repairs gutters,1
replace copper valley,1
e53 suite,1
attic access hatch,1
mechanical vent,1
replace kitchen range,1
remove renovate exterior side entry,1
remove ac boiler,1
remove windows install,1
replace renovate bathroom basement,1
church wall,1
decroative plaster arch,1
new qc lab,1
replace exisitng front porches,1
new stair handrail,1
exsite kitchen,1
select new window,1
exist select window,1
replace select repairs windows,1
3 sliding,1
750 sf renovation,1
aie sealing,1
replacment window units,1
1/2 '',1
roxul batt,1
fire retardent,1
break window,1
1/2 board,1
5/8 blueboard,1
refinish building,1
6 kitchens,1
5/8 '',1
sealing insulation,1
replace harvey slimline,1
exist attached garage,1
remove attached garage,1
composite board decking,1
"5""Kstyle seamless",1
install new seamless copper gutter,1
remove bottom side additions,1
hung oriel,1
unequal sash,1
repair school slate,1
replace flooring paintwork,1
renovation/ tenant improvement,1
14 new window,1
previous pergola,1
replace pergola same shape size,1
appliancesreplace kitchen cabinet,1
exist kitchen cab,1
case bza-153882,1
replace renovate bathrooms kitchen,1
install four harvey,1
new 1/2 walll,1
build new walll,1
large addition,1
replace exterior finish materials,1
replace larger addition,1
replace sink tub,1
replace materials,1
exist rot deck,1
build classic doublehung,1
16 okna,1
story lab,1
install okna insul tec,1
replacement juliet,1
exterior stucco,1
repair exterior paint stucco,1
box demolition,1
floor white,1
renovate work,1
partial interior partition,1
products white,1
10 anderson,1
install anderson star windows,1
replace steel lintel,1
15904295 site,1
office layout change,1
argon glazing,1
/ argon,1
fa systems,1
building e53,1
remove replace window like size,1
60 binney st.,1
new footlocker,1
oncology products,1
phase 2a,1
related support space,1
different stage,1
departmental blocking,1
testing qc,1
fifth level,1
store location,1
2Seventy bio,1
10 story,1
retail vestibule,1
install new floors,1
install new wiring windows,1
100 amps,1
b160 battery,1
footlocker store,1
replace wood baseboard,1
site pro,1
renovation repair,1
install kemper waterproofing system,1
main floor bathroom,1
replace reshingle roof,1
sprint pcs,1
install beadboard ceiling,1
install new epdm roof,1
corridor structure,1
95 brattle st.,1
replace cut sheetrock,1
connect level,1
repair renovation,1
new switchgear,1
active heat detection,1
replace electrical outlet,1
remove spigot,1
remove broken water feed,1
universal wall,1
fourteen new site,1
install replacment star wondows,1
build new railings deck,1
seating capacity,1
house prep space,1
update din space,1
exist resturant renovation,1
interior laboratory,1
replacemnet window,1
exist steel beam,1
1 tent,1
replace hardi plank siding,1
configuation,1
sink toilet,1
exist openning,1
12 marvin,1
damage floor,1
reinstall water,1
repair reinstall,1
6 toilet,1
replace remaining,1
6160 ac,1
install new antenna,1
1 universal,1
install 6x12 hybrid cable,1
install new battery enclosure8,1
install ac enclosure,1
install equipment curb,1
install pro,1
install new site,1
vinyl basement,1
replace asphalt roofing,1
install basement replacement work windows,1
column footing,1
historical compliance,1
complete porch,1
decorative column,1
electrcial outlet,1
new wood framing,1
garage deck waterproofing,1
harvey replacment,1
exist infrastructure,1
bza -128101,1
install new panasonic fan,1
repair outlets lights switches,1
alter remodel,1
5/8 inch fire,1
install compound cabinet sheet,1
install fire block hole,1
complete building renovation,1
renovate kichen,1
replace heater baseboards,1
new item,1
celullose insulation,1
remove install new prime floor,1
remove replace tile tub,1
install new plumbing fixtures fixtures,1
zone heat,1
multi zone,1
install new gas line,1
install new exterior trim,1
interior cafe,1
frame/ plaster/,1
approximately 1680 sqft,1
310 office,1
pine flooring,1
heart pine,1
outlet switch,1
insulationproper sister,1
plaster/ insulationproper,1
paintingprep wall,1
install new cabinets top,1
new run trim,1
carpentryinstall new window,1
new window opening,1
new kitchen design,1
frame new wall,1
install new kitchen backsplash,1
remove windows doors,1
new restaurant equipment,1
pvc assembly,1
replacment wondow,1
interior retail space,1
exist slab floor,1
replace slab floor,1
- family,1
repairs;joint sealant,1
waterproofing repairs;joint,1
concrete balconyslab,1
44 interior,1
unfinished shell,1
replace hung floor window,1
577 massachusetts,1
well access,1
remove stairway,1
element,1
remove drop frame ceiling,1
refinish kitchen floor,1
replace kitchen floors cabinets,1
residential dorm,1
replace matching type,1
mep removal,1
valley slate,1
elevator addition,1
repair gutter roof,1
climbing gym,1
unit 18a-43,1
storage areas,1
preparation area,1
roof installation,1
roofing;2 copper,1
build window,1
turret,1
pvc bead board,1
replace wrap pt posts,1
plaza sealant,1
build new units,1
window matching,1
egress type,1
terracotta roof,1
spot repair,1
construct new opening,1
new lab equip,1
install new finishes plasterboard,1
expand coat closet,1
interior room,1
install new kitchen appliances,1
new hot cell,1
new structral steel,1
associated ductwork,1
exist lab casework,1
major renovation,1
plansnew 3/4 bath,1
3x3 x2,1
replace bath see,1
"exterior deck 6'6""x5'6",1
spectrometry lab,1
mass spectrometry,1
drug metabolism,1
new plasterboard,1
36 site,1
use lab,1
wall mass,1
165190 site,1
833162 site,1
3834341 site,1
4th fl,1
construct unit,1
remodel inclusive,1
1 gable,1
replace roof columns,1
minor refresh,1
masonry elevator,1
elevator stop,1
new lobby finish,1
new exterior curtainwall,1
300 bent street,1
exist main lobby,1
2 atio,1
office facility,1
bench equipment,1
exist floor plan,1
main deck,1
25 franics,1
interior restoration,1
curbless shower replace,1
replace curbless,1
1srt floor,1
replace insulaton sheetrock,1
replace floor kitchen cabinets2,1
38 height,1
homeless shelter,1
replace rotten wood railings,1
upgrade mechanical,1
standby power,1
inc. coating,1
cathedral stone,1
block joint,1
exist waterproofing coating,1
25 francis,1
build block wall approx,1
"approximately 1,000 sf",1
mit metropolitian,1
occuppied lab space,1
limited renovation,1
3111 bays,1
replace pipe stackrebuld walls,1
replace open wet wall,1
storage warehouse,1
metropolitian storage,1
new water heater,1
block landscape,1
areas.reconfigure heating radiator,1
new witing,1
completely kitchen,1
electric /plaster,1
build meeting rooms,1
build wise construction,1
landscape wall,1
update lighting fixture,1
renovations project,1
exist building system,1
cambridge arch,1
opening change,1
limited associate work,1
partial new window,1
new widow,1
grade eletric,1
sheathe access,1
home refer,1
7 arch,1
shell project,1
480 sf,1
44.48 attic,1
41.63 damming,1
0.00 vent,1
0.00 attic,1
6 hr,1
420.48 air,1
exist slate roof,1
public hallway,1
smoke damage,1
remove metal siding,1
remove renovate bath laundry kitchen,1
mixed use building,1
replace window same size,1
siding board,1
sementicius siding,1
new casing,1
doble door,1
additional meeting room,1
build demo old buckhead entrance,1
locker room space,1
unit ductless,1
new split unit,1
rigth,1
demo basement wall,1
blue stone tread,1
build new concrete stairs,1
799.20 crawlspace,1
total square foortage,1
remove story deck,1
remove replace same size,1
marsh historic dist,1
kitchen roof,1
entryway roof,1
composite gutter,1
remove redundant chimney,1
install asphalt shingles,1
remove slate roof,1
skimcoat ceiling,1
misc wiring update,1
exist plaster,1
exixte ceiling,1
tenant space renovation,1
2nd floor joist,1
3 steel,1
asbuilt 7by,1
7by 13 pressure,1
remediate asbestos,1
install half bath,1
replace light fans fixtures,1
remove office same like size,1
replace closet foyer doors,1
replace cabinet doors,1
windo replacement,1
emergency facade exploration,1
similar use,1
repair soffit gutters fascia,1
repair front soffit gutters fascia,1
10 fawcett street,1
1 fairmont,1
minor drywall damage,1
outside work,1
new prep area,1
flour bakery kitchen,1
remove walk cooler,1
relevant unit,1
dimensional aspect,1
remove waterproofing coating,1
pine decking,1
laundry equipment,1
level work,1
replace updates,1
structural engineer design,1
isolate area,1
install service elevator,1
1 infill,1
roofing modifications,1
associated roofing,1
floor.roof level,1
panel railing,1
"15,000 sq",1
fp modifications,1
conferencing area,1
build full bedroom bathroom,1
build foot dormer,1
aztec composite board,1
repair damage plywood,1
finishes/ handrail,1
exsite structure,1
remove replace patio sliders,1
install new plaster board,1
cambridge housing,1
ft walk,1
galvanized duct,1
install additional ft fume hood,1
exist health club,1
accent cabinet wetbar,1
build add,1
repair basement frame,1
connector,1
interior remodeling base,1
building associate,1
mr. stephen natola,1
help,1
6 old,1
inground swimming,1
high ceiling,1
roofer,1
closet bump,1
flooring- replace,1
1.5 squares,1
replace kitchen countertops canbinets,1
install kitchen equipments,1
shingles roof,1
double pleated,1
"1/2""- solar",1
"34 1/2""-",1
3434 cs44,1
19 squares,1
remove repair plaster,1
exterior drill/4,1
remove bathroom floor,1
epdm roof membrane,1
replace small wood deck,1
replace epdm roof isulation membrane,1
existingservice corridor,1
60 street,1
replace bathroom floor tile,1
opposite,1
bathroom new,1
university life,1
exist bath addition,1
repair terrace paver resetting,1
update interior finish,1
kitchen tile,1
remove full bath remodel,1
hopper windows,1
remove replace basement hopper size windows,1
wood header,1
new boiler,1
patio 8'x15,1
wood frame base,1
"2""x6",1
"2x 2""x10",1
build new height fence,1
exis fixture,1
hot water heater,1
housing authority,1
3 switches,1
premium pine,1
install new earth,1
aluminum awning,1
4 stud,1
second floor renovation,1
arch truss,1
install non,1
softball fields,1
field name panel,1
grade footing,1
mirror office,1
exist baseball,1
remove scoreboard baseball,1
study area,1
build shelving,1
pd .,1
fee pd,1
"15,526.73",1
chemistry lab space,1
deck board replacement,1
extrerior facade,1
exterior gut,1
pt premium,1
water source,1
deck removal,1
128 linear foot,1
ln ft,1
cut decking board,1
16 ln,1
nett lab,1
interior restructuring,1
phase job,1
7000 sq,1
replace exterior side deck,1
replace slight layout changes,1
food chain,1
sage food,1
marketing display case,1
fixted seat,1
2020 haulted,1
4 wood,1
pull hardware,1
electric gfi outlet,1
baseboard simple style,1
cabinet/ mirror,1
kitchen countersstructural item,1
simple style cover,1
standard grade,1
coelho contracting inc.,1
plumbing kitchen installation,1
shower tub,1
stove/ range,1
counter convenience outlet,1
installationopen ceiling,1
new kitchen color,1
cabinetry,1
complete exist kitchen,1
1 shower,1
appropriate switch,1
entrance tile,1
surface counter,1
coelho contractingall,1
food establishment,1
service food,1
dine,1
"1,500 sq",1
demo garbae shed,1
primary bed,1
demo basement stair,1
fanall faucet,1
door knob,1
unit medicine,1
tub unit,1
view window,1
obstruct view,1
tempered/ obstruct,1
heating baseboard,1
construction material,1
upgrade access stair,1
anew bed,1
decorative strap,1
story wood,1
19A-34 interior,1
stucco wall,1
tammscoat waterproof paint,1
hollow cement,1
housing unit,1
sro housing,1
sro unit,1
common bath,1
remove exterior bricks,1
rehabilitation,1
