record_number,keyword,frequency
9952,hot water,1
9952,reconfigure room layout,1
9952,new wood flooring,3
9952,new siding,45
9953,install feature stair,1
9953,conference room,107
9953,bathroom renovation,251
9953,atrium facade,1
9953,facade space,1
9953,conference room,107
9953,bathroom renovation,251
9954,6th floors,3
9954,interior renovation,326
9954,exist office space,55
9955,install window,24
9955,install replacement,29
9955,1 window,47
9956,woman locker room,1
9956,floor,180
9956,community use,2
9956,ceiling paint,2
9956,new tile wall,2
9956,locker cabinet,2
9956,community use,2
9956,ceiling paint,2
9956,locker cabinet,2
9957,project,176
9957,"approximately 2,800 sf",1
9957,exist shell space,5
9957,b4 ofnorthwest building,1
9957,52 oxford street,1
9957,renovation,81
9957,interior partition,105
9957,architectural finish upgrade,4
9957,exist occupancy designation,3
9957,level b4,1
9957,professors workspace,1
9958,interior renovation,326
9958,live unit,55
9958,exist finish,81
9958,interior partition,105
9959,remove gutters,2
9959,replace facia,1
9959,remove rows,1
9959,4 rows,1
9959,house,109
9959,new oc weather,1
9959,new drip edge,2
9959,debris,18
9959,new pvc,3
9959,pvc facia,1
9959,facia board,6
9960,remove roof siding,1
9960,install new roofing siding,1
9960,install new doors windows,4
9960,gut renovation,124
9960,exist building,66
9960,new insulation,26
9960,board plaster,3
9960,exist siding,13
9960,new siding,45
9960,new window,165
9960,exterior door,47
9960,ceiling height,22
9960,gut renovation,124
9960,ceiling height,22
9961,entire interior,6
9961,exterior window,11
9961,cellar entry,2
9961,porch,76
9961,new dormer,17
9962,remove select ceilings walls,1
9962,remove old electrical plumbing wires,1
9962,remove sections,2
9962,demolish interior,1
9962,select wall,5
9962,old electrical wire,1
9962,fail section,1
9962,enclose rear porch,1
9962,final building permit,1
9963,interior plaster wall,1
9963,finished floor,6
9963,utility chimney,2
9963,kitchen cabinet,188
9963,kitchen appliance,18
9963,bathroom plumbing fixture,1
9963,bathroom tile,16
9963,electrical fixture,12
9963,interior door,32
9963,utility chimney,2
9963,kitchen cabinet,188
9963,kitchen appliance,18
9963,bathroom tile,16
9964,repair misc,4
9964,repair kitchen remodel,1
9964,interior painting,18
9964,misc repair,4
9964,misc repair,4
9965,kitchen cabinet,188
9965,wall cabinet,14
9965,bathroom,187
9965,tub,6
9965,kitchen cabinet,188
9965,wall cabinet,14
9966,project extent,4
9966,primary scope,4
9966,kitchenette rework,4
9966,exist plumbing,11
9966,wall paint,4
9966,acousitcal panels,2
9966,select location,5
9966,project extent,4
9966,office renovation,48
9966,% impact,4
9966,space layout,2
9966,kitchenette rework,4
9966,wall paint,4
9966,acousitcal panels,2
9966,kind furniture,2
9966,furniture replacement,4
9966,ceiling element,1
9967,replace copper gutter,1
9967,replace skylight,14
9967,3 sides,1
9967,building,153
9967,exist slope skylight,1
9967,air conditioning.repair,1
9968,basement excavation,17
9968,perimeter drain,4
9968,new slab,11
9968,permit,31
9968,basement excavation,17
9968,perimeter drain,4
9968,vapor barrier,25
9968,interior fit,16
9969,building permit,61
9969,building permit,61
9970,exist kitchen,125
9970,similar location,2
9970,structural work,326
9970,time,22
9970,wall,89
9970,new opening,13
9972,interior renovation,326
9972,commercial office space,3
9974,remove environmental rooms,1
9974,replace 3rd,1
9974,5000 sf,2
9974,5000 sf,2
9974,exist lab space,35
9974,+ /-,6
9975,19 whitney,2
9975,21 whitney,2
9975,insulation work,599
9975,unit,75
9975,19 whitney,2
9975,21 whitney,2
9975,insulation work,599
9975,mass save,368
9975,save program,353
9976,small office,2
9976,minor removal,1
9976,hvac modification,6
9976,pathology office,1
9976,hvac modification,6
9977,repair exterior front entry stairs,1
9977,replace risers treads,1
9977,rot tread,1
9977,framing work,2
9977,framing work,2
9978,replace siding,26
9978,house,109
9978,exist sunroom,4
9978,interior alteration,9
9978,exist insulation,4
9978,window replacement,88
9978,masonry alteration,1
9978,walk way,1
9979,13 harvey,1
9979,structural repairs,14
9979,harvey classic,21
9979,classic vinyl,6
9979,vinyl replacement,31
9979,replacement windows,23
9979,energy star,116
9979,star rated,4
9979,rated glass,3
9979,structural repairs,14
9980,replace steps,7
9980,replace trim,12
9980,exist step,6
9980,rot trim,3
9980,porch,76
9982,kitchen,106
9982,3rd floor finish,2
9983,replace windows,238
9983,4 windows,46
9983,structural change,561
9984,repair addition,1
9984,interior renovation,326
9984,exterior repair,6
9984,dining room,113
9984,roof deck,57
9984,dining room,113
9984,roof deck,57
9985,new wall,68
9985,hvac dist,2
9985,project,176
9985,new sprinkler,5
9985,fire alarm work,9
9985,rindge commons,1
9985,commons pre,1
9985,pre -,2
9985,hvac dist,2
9986,remove remove spiral rear staircase,1
9986,remove bathrooms kitchens,2
9986,remove chimneys,11
9986,remove mass compliant gas fireplace,1
9986,remove replace,22
9986,remove baths kitchen,1
9986,replace stair threads,1
9986,2 chimneys,9
9986,1 kitchen,9
9986,4 baths,3
9986,date basement finish,1
9986,bathrooms remove,1
9986,chimneys install,1
9986,install mass,1
9986,fireplace replace,1
9987,install walls,2
9987,install outlets bathroom,1
9987,remove stairs,10
9987,1st floor,343
9987,2nd floor,378
9987,section,17
9987,exist basement,22
9987,new 3/4 bathroom,2
9987,exist stair,30
9987,new set,3
9987,different location,2
9987,additional bathroom,10
9987,second floor,157
9987,new skylight,18
9987,floor powder,12
9987,powder room,75
9987,floor bathroom,156
9989,install harvey replacement windows,13
9989,6 harvey,4
9989,energy star,116
9989,energy star,116
9989,structural work,326
9990,1st fl,7
9990,selective interior renovation,3
9990,select demo,8
9990,new partition,55
9990,video wall,2
9990,fa modification,3
9990,video wall,2
9991,6 basement,1
9991,partial interior renovation,4
9991,exist shell space,5
9991,new wall,68
9991,support office,2
9991,cryo electron,1
9991,electron microscope,1
9991,microscope suite,1
9993,replace aluminum windows,1
9993,6 opt,1
9993,6 harvey,4
9993,5 opt,1
9993,basement window,26
9993,basement window,26
9993,harvey majesty,4
9993,majesty double,2
9993,double hung,6
9993,majesty grids,1
9994,wyman 1st floor,1
9994,new gi equipment,1
9994,new procedure room,1
9994,new glass,3
9994,fire protection,225
9994,fire alarm,348
9995,step,17
9995,new planting bed,1
9995,new irrigation system,1
9995,landscaping work,2
9995,shut off,3
9996,remove bathrtub,1
9996,install tub tile witn,1
9996,exist bathrtub,1
9996,bath tub witn,1
9996,new tile,58
9996,paint area,2
9996,bathroom ceiling,9
9996,water line,16
9996,shower valve,19
9996,paint area,2
9996,bathroom ceiling,9
9997,2nd floor,378
9997,1 work,1
9997,2 temp,1
9997,interior renovation,326
9997,phase work,1
9997,fire alarm,348
9997,demo interior,4
9997,interior flooring,2
9997,interior renovation,326
9997,2nd floor,378
9997,floor space,26
9997,misc office,1
9997,office spaces,2
9997,temp tenant,1
9997,tenant extry,1
9997,extry door,1
9997,plumbing fixtures,3
9997,misc field,1
9997,field separation,1
9997,upright heads,1
9997,heads protected,1
9997,fire alarm,348
9997,egress pathway,1
9998,install replacement windows,79
9998,10 replacement,7
9998,structural,114
9999,exist shell,4
9999,restaurant,6
9999,interior fit,16
9999,service kitchen,1
10000,replace antennas,10
10000,replace rrhs,1
10000,replace certain cabling,2
10000,remove tma diplexers,2
10000,replace certain equipment,2
10000,12 antenna,2
10000,exise diplexer,1
10000,rooftop equipment,2
10000,equipment shelter,1
10001,project,176
10001,partial interior renovation,4
10001,new partition,55
10001,acoustical ceiling,16
10002,repair partition wall,1
10002,repair window caulk,1
10002,repoint brick facade,1
10002,partition wall repair,1
10002,exist building design,1
10002,paint window,2
10002,pedestrian protection,2
10002,sidewalk permit,2
10002,davenport rd,3
10002,rd elevation,1
10002,paint window,2
10002,pedestrian protection,2
10002,sidewalk permit,2
10003,interior demo,88
10003,interior demo,88
10004,remove old unit kitchen,1
10004,install new kitchen laundry cabinets,1
10004,3 areas,1
10004,old kitchen,2
10004,laundry unit,3
10004,small section,5
10004,new kitchen cabinet,43
10004,new laundry,10
10004,gas stove,9
10005,install ended style awnings,1
10005,install aluminum frames,1
10005,west elevation,5
10005,tenant chip city,1
10005,awne fabric,1
10005,west elevation,5
10006,2 doors,11
10006,kitchen renovation,172
10006,1/2 bathroom renovation,1
10006,new cabinet,93
10006,tile floor,49
10006,kitchen renovation,172
10006,tile floor,49
10007,3 replacement,18
10007,replacement window,270
10007,replacement window,270
10008,replace paneling,1
10008,replace cabinetry,1
10008,repair work,13
10008,nor'easter storm,2
10008,exist paneling,2
10008,low level,17
10008,work room,4
10008,remove gypsum,2
10008,repair work,13
10008,nor'easter storm,2
10008,work room,4
10008,life jacket,1
10008,jacket cabinet,1
10008,remove gypsum,2
10009,scope,80
10009,project,176
10009,demo work,6
10009,separate permit,30
10009,new finish,171
10009,office space,207
10009,demo work,6
10009,glass front,1
10009,conference room,107
10009,fp modification,5
10010,install new kitchen tops cabinets,5
10010,2 existing,55
10010,remove unit,4
10010,new kitchen cabinet,43
10010,counter top,41
10010,new bathroom,108
10010,bed room layout,1
10010,remove unit,4
10010,counter -,4
10010,- top,2
10010,counter top,41
10011,tenant improvement modification,1
10011,new wellness room,1
10011,lab improvement,2
10011,architectural finish,39
10011,office space,207
10011,lab improvement,2
10012,structural change,561
10012,site id,477
10012,air sealing,782
10012,site id,477
10013,garage expansion,1
10013,expansion joint,4
10014,jossou labs,2
10014,fire alarm,348
10014,fire protection,225
10014,jossou labs,2
10014,fire alarm,348
10014,fire protection,225
10016,replace windows,238
10016,replace exterior clad full lights,1
10016,replace shgc,1
10016,10 windows,26
10016,400 series,3
10016,0.31 shgc,1
10017,replace windowss,1
10017,14 windowss,2
10017,14 windowss,2
10018,insulation weatherization,24
10018,mass save program,25
10018,insulation weatherization,24
10019,project,176
10019,office space,207
10019,single user,1
10019,user restroom,1
10019,fire protetion,1
10019,fire alarm,348
10019,alarm infrastructure,2
10020,"4,400 sf",1
10020,3rd floor space,2
10020,interior tenant,15
10020,tenant fit,40
10021,cased opening,3
10021,seperate unit,1
10022,replace windows,238
10022,10 windows,26
10022,exist opening,73
10023,"5,243 sf",2
10023,alteration,15
10023,"5,243 sf",2
10023,interior,26
10023,floor,180
10023,40 landsdowne street,2
10023,partial demolition,10
10023,new partition,55
10023,fire protection,225
10023,fire protection,225
10024,new kitchen,122
10024,new bathroom,108
10024,floor installation,8
10024,floor installation,8
10025,replace repairs brick,1
10025,replace replacement brownstone,1
10025,selective repointing,1
10025,select brick,1
10025,selective repair,6
10025,precast concrete,1
10026,interior demolition,131
10026,new kitchen,122
10026,new bath,22
10026,half bath,75
10026,new hvac,36
10026,new electric,22
10026,new interior plumbing,2
10026,interior layout change,2
10026,basement storage unit,2
10026,unit laundry,4
10026,new electric,22
10026,repair drywall,7
10027,interior demolition,131
10027,gut,20
10027,interior demolition,131
10028,floor deck,29
10029,previous permit,1
10029,outer shell,1
10029,scope,80
10029,interior work,16
10029,blue board,44
10029,interior trim,12
10029,finish,26
10029,electrical work,41
10029,separate electrical permit,1
10029,contractor,8
10029,separate permit,30
10029,blue board,44
10029,building permit,61
10029,permit application,48
10030,6 exisiting,1
10030,7 smartjack,1
10030,lally column,16
10030,floor joist system,1
10030,smartjack support,2
10030,support column,4
10031,2 baths,6
10031,renovate kitchen,106
10031,structural work,326
10032,replace exterior clapboards,1
10032,replace select unrepairable elements,1
10032,entire house,8
10032,floor board,14
10032,porch,76
10032,cosmetic change,1
10032,original,3
10032,floor board,14
10033,structural change,561
10033,site id,477
10033,air sealing,782
10033,site id,477
10034,construct new egress deck stair,1
10034,2 dwelling,4
10034,dwelling unit,7
10034,common stairway,1
10034,common mechanical space,1
10034,separate utility,1
10034,fire alarm,348
10034,discrete system,1
10034,upversion,1
10034,new egress stair,1
10034,small deck,7
10034,rear,35
10034,property,31
10034,67 square foot,1
10034,roofed porch area,1
10034,portion,21
10034,exist residence,1
10034,permit,31
10034,family residence,23
10034,fire alarm,348
10035,new partition,55
10035,new millwork,16
10035,new bathroom,108
10035,new kitchen equioment,1
10035,restaurant space,9
10035,space renovation,3
10035,cocktail bar,1
10036,walls dense,1
10036,dense pack,20
10036,pack cellulose,35
10037,insulation weatherization,24
10037,mass save program,25
10037,insulation weatherization,24
10038,1st floor,343
10038,renovation 1st,2
10038,1st floor,343
10038,floor bathroom,156
10039,bathroom,187
10040,install replacement windows,79
10040,12 harvey,3
10040,energy star,116
10040,structural work,326
10040,harvey replacement,13
10040,energy star,116
10041,55 bent,1
10041,floor,180
10041,cambridge ma,16
10041,interior tenant,15
10041,. office,1
10041,office space,207
10041,bent st,2
10041,cambridge ma,16
10042,second floor bathroom,17
10042,small additional dormer,1
10042,basement remodeling,4
10042,floor insulation,3
10042,new electrical installation,2
10042,new window,165
10042,mudroom remodeling,2
10042,new exterior step,1
10042,basement remodeling,4
10042,floor insulation,3
10042,bay addition,1
10042,mudroom remodeling,2
10043,replace unit,7
10043,replace renovate,3
10043,replace full bath-,1
10043,replace repair,22
10043,bath- repair,1
10044,repair masonry,20
10044,repair engineers llc,1
10044,selective masonry repair,2
10044,plan structures,1
10044,structures north,3
10044,north consulting,2
10044,consulting engineers,1
10045,temporary toilet room,1
10045,accessible lift,2
10045,food court,1
10046,finish work,16
10046,new kitchen cabinet,43
10046,finish work,16
10047,remove renovate forst floor shower,1
10047,remove non - bearing wall,2
10047,install stair ans,1
10047,install new treads stringers,1
10047,low level,17
10047,spiral stair an,1
10047,new stringer,2
10048,12 windows,18
10048,change,120
10049,3rd floors,14
10049,exist space,74
10049,3rd floors,14
10049,harvard university,10
10049,fire alarm,348
10049,3rd floors,14
10049,harvard university,10
10049,fire alarm,348
10049,sprinkler work,55
10050,install replacement windows,79
10050,10 replacement,7
10050,structural,114
10051,replace kitchen counters cabinets,4
10051,replace bathroom fixtures vanity,1
10051,kitchen cabinet,188
10051,bathroom vanity,34
10051,closet,38
10051,washer dryer,14
10051,kitchen cabinet,188
10051,bathroom vanity,34
10051,washer dryer,14
10052,bathroom remodel,123
10052,layout,31
10052,change fixture,2
10052,bathroom remodel,123
10052,change fixture,2
10053,build new walls,4
10053,install finishes,3
10053,new layout,74
10053,office space,207
10053,fa system,12
10054,install new kitchen counters cabinets,2
10054,install bathroom walls floor,1
10054,20 new,2
10054,new interior trim,1
10054,new kitchen cabinet,43
10054,tile bathroom floor,5
10054,trim work,18
10054,trim work,18
10055,minor alteration,8
10055,exist process piping,1
10055,minor new lighting,1
10055,office space,207
10056,install 6'high partition,1
10056,main lobby,3
